Date,Open,High,Low,Close,Volume,ma_200,tr,atr_14,is_hammer,is_shooting_star,feature_basic,feature_advanced
2024-01-02,120012.14953806835,121994.11897817077,117789.18381387679,119070.1640625,96855,,,,False,False,False,False
2024-01-03,117998.176516062,121580.1211625072,117722.18078116002,119815.1484375,117609,,4204.935164293973,,False,False,False,False
2024-01-04,120238.14186128657,120423.13900237388,118742.1649798454,120318.140625,205950,,3857.940381347187,,False,False,False,False
2024-01-05,118898.16397193426,120332.14182841663,118890.16409546853,119904.1484375,165569,,1680.9740225284768,,False,False,False,False
2024-01-08,118198.17538529934,121640.12225227227,119293.15848214286,121462.125,262255,,1441.9777329481003,,False,False,False,False
2024-01-09,120298.14514734724,122120.11705473266,120299.14513192867,121098.1328125,163607,,2346.9637701294123,,False,False,False,False
2024-01-10,121590.11861500499,123197.09375,121578.1188006802,123197.09375,383208,,1820.9719228039903,,False,False,False,False
2024-01-11,123193.0980599012,123797.08873507616,119555.1542249897,121448.125,110184,,2098.9609375,,False,False,False,False
2024-01-12,118198.176773544,122497.11046177974,119306.15968272409,121048.1328125,187294,,4241.934510086459,,False,False,False,False
2024-01-15,121008.13044326135,121866.1171875,120880.13242081084,121866.1171875,223533,,3190.9507790556527,,False,False,False,False
2024-01-16,121998.11815881867,121812.12102785523,119321.15945135018,121048.1328125,336790,,985.9847666891583,,False,False,False,False
2024-01-17,117198.19173640167,120671.13815193514,117198.19173640167,119498.15625,493211,,2544.957736149823,,False,False,False,False
2024-01-18,116998.19609226775,119633.15546579874,117198.19300866479,118062.1796875,268388,,3849.94107609833,,False,False,False,False
2024-01-19,119998.14466964638,120003.14459234095,118335.17038143286,119249.15625,189962,,2434.962457133952,,False,False,False,False
2024-01-22,119984.14812596496,121426.12587001544,119522.15525651189,120470.140625,190878,,1940.9649048409483,2617.3157258289616,False,False,False,False
2024-01-23,120091.14772148435,120755.13748014694,118341.17471296097,118525.171875,84380,,2176.969620015443,2472.461044094781,False,False,False,False
2024-01-24,118607.16855583736,119215.15916769607,117977.17828368113,118898.1640625,283260,,2413.9627671859635,2369.3197859404077,False,False,False,False
2024-01-25,118196.18079865997,118724.17267214085,116576.2057322982,117253.1953125,343770,,1237.9808840149344,2337.6774189037264,False,False,False,False
2024-01-26,115548.21228457976,117566.18106337925,115749.2091748368,116645.1953125,315265,,2321.9583302018,2400.533175850419,False,False,False,False
2024-01-29,117548.19136640744,117549.19135102136,115894.2168149822,116276.2109375,198595,,1816.9718885424518,2362.676612879922,False,False,False,False
2024-01-30,119397.15468121185,118435.1695489802,116102.7055979092,117779.1796875,149902,,1654.974536039168,2350.8196566824345,False,False,False,False
2024-01-31,116597.19966668823,117461.18632619662,116566.20014534013,116879.1953125,189644,,2332.4639510709967,2367.498443366077,False,False,False,False
2024-02-01,115406.21384714868,116543.19624996485,115025.21974383034,115594.2109375,132047,,1212.9795421598683,2151.1445170856064,False,False,False,False
2024-02-02,116424.20123492306,118557.16828037762,116329.2027026595,117313.1875,220900,,1853.975568669659,2055.646287772321,False,False,False,False
2024-02-05,118498.1704548587,118977.16305948213,116729.19776680262,117900.1796875,75818,,2962.9573428776202,2196.8586146429257,False,False,False,False
2024-02-06,118350.1743803154,118763.16800965052,116178.20788415104,116993.1953125,259054,,2247.9652926795097,2175.6448686807603,False,False,False,False
2024-02-07,118018.17679139021,123506.09201110847,118043.17640518266,122382.109375,760298,,2584.9601254994777,2085.2890864951282,False,False,False,False
2024-02-08,123498.09984281172,124899.07828718239,122732.11162840204,123894.09375,261155,,6512.896698608471,2376.5701037433078,False,False,False,False
2024-02-09,123897.08754699277,124599.07671121515,122667.10653275698,122989.1015625,189428,,2516.9689121823903,2417.7132471248397,False,False,False,False
2024-02-12,123998.08646700082,123168.59926761068,121489.12518518062,121501.125,262130,,1931.9701784581703,2400.2132870136056,False,False,False,False
2024-02-13,121695.12549289817,122410.11447970492,121105.13458070798,121727.125,88009,,1679.474082430068,2347.7498095310416,False,False,False,False
2024-02-14,120021.14603255704,121351.12548835551,114998.223621673,118348.171875,462982,,1304.9798989969422,2352.535453458328,False,False,False,False
2024-02-15,116579.20017297605,119379.15694538607,116579.20017297605,118918.1640625,245702,,6728.901378327006,2667.3170997529855,False,False,False,False
2024-02-16,119039.16270999642,119365.15767848172,117455.18715760158,117939.1796875,264240,,2799.9567724100198,2737.5303057435262,False,False,False,False
2024-02-19,118138.17403160121,119208.15749371238,116159.20461896757,118783.1640625,144743,,1909.9705208801315,2755.7443046607377,False,False,False,False
2024-02-20,118736.16644057738,120112.14519230163,118304.17311154767,118890.1640625,127637,,3048.9528747448057,2806.922084923153,False,False,False,False
2024-02-21,119293.16000601466,120452.14212971616,118612.17050968962,119030.1640625,315149,,1807.972080753956,2849.4215519655877,False,False,False,False
2024-02-22,120202.13890356889,122273.10683865666,119450.15054664662,121100.125,203234,,1839.9716200265393,2848.4212699196505,False,False,False,False
2024-02-23,122755.10452657052,122848.10309057072,120967.13213482498,122441.109375,282465,,3242.942776156662,2868.4202294395823,False,False,False,False
2024-02-26,119248.15751899016,122937.1005218208,119248.15751899016,122364.109375,84096,,1880.970955745739,2842.206348230027,False,False,False,False
2024-02-27,120124.14874571875,122158.11739987183,120000.150656675,120144.1484375,101099,,3688.943002830638,2921.062268039396,False,False,False,False
2024-02-28,120058.14923293212,120879.13657692877,119096.1640625,119096.1640625,111148,,2363.958718324997,2624.7095551620046,False,False,False,False
2024-02-29,118411.16607395254,119707.14600210098,116457.19633660525,117532.1796875,470986,,1782.9725144287659,2572.2812410367455,False,False,False,False
2024-03-01,116947.20048117907,116859.20183525355,115078.22923987453,115252.2265625,213084,,3249.949665495733,2666.422632968,False,False,False,False
2024-03-04,115252.22093017538,115865.21146785907,113882.24207760331,114381.234375,203712,,2453.950447625466,2721.7423733391,False,False,False,False
2024-03-05,113769.24337651613,114897.22596020362,113593.24609395496,114352.234375,567275,,1982.9693902557628,2770.1701941433016,False,False,False,False
2024-03-06,117898.18688621878,117893.1869631108,113843.24924564527,115318.2265625,269280,,1303.9798662486573,2382.6758004234193,False,False,False,False
2024-03-07,113108.25391692671,114881.22654706296,112998.25561500061,114880.2265625,225049,,4049.9377174655237,2471.96015364167,False,False,False,False
2024-03-08,115998.21163126374,116043.2109375,114510.23457171787,116043.2109375,152154,,2319.970947499387,2501.2458984001883,False,False,False,False
2024-03-11,116048.2127156138,117896.18425459228,115511.2209859431,117178.1953125,310294,,1532.9763657821313,2392.9618620457113,False,False,False,False
2024-03-12,117997.18348988814,119631.15833562816,117219.19546664106,118244.1796875,242612,,2384.9632686491823,2434.1755183239416,False,False,False,False
2024-03-13,115998.20845200201,119598.15285223656,115898.20999643994,119378.15625,166944,,2452.9630231281626,2477.9606185454863,False,False,False,False
