Date,Open,High,Low,Close,Volume,ma_200,tr,atr_14,is_hammer,is_shooting_star,feature_basic,feature_advanced
2024-01-02,12399.045259261093,12700.022083699609,12573.031862092661,12619.0283203125,545370,,,,False,False,False,False
2024-01-03,12399.0459221955,12676.024609328415,12526.03615059218,12577.0322265625,932660,,126.99022160694767,,False,False,False,False
2024-01-04,12320.052151309743,12663.025764482314,12297.053920688842,12579.0322265625,689706,,149.98845873623577,,False,False,False,False
2024-01-05,12572.033944294328,12589.032638086821,12298.054997285926,12391.0478515625,775578,,365.97184379347163,,False,False,False,False
2024-01-08,12443.040939578295,12483.037856773983,12290.052731304791,12404.0439453125,546407,,290.97764080089473,,False,False,False,False
2024-01-09,12492.038862661966,12513.037247046494,12278.055326552972,12299.0537109375,1216952,,192.9851254691912,,False,False,False,False
2024-01-10,12190.062484233422,12348.050333672261,12077.07117419172,12139.06640625,1233121,,234.9819204935211,,False,False,False,False
2024-01-11,12017.07488286436,12204.060488047886,11905.083504358716,12051.072265625,994365,,270.97915948054106,,False,False,False,False
2024-01-12,12082.070062777975,12150.064829331719,11994.076835473128,12028.07421875,849841,,298.9769836891701,,False,False,False,False
2024-01-15,12096.069205761429,12115.067743821235,12010.075822964414,12107.068359375,1233284,,155.98799385859093,,False,False,False,False
2024-01-16,12064.07136119129,12124.066743012383,11989.077133914925,12103.068359375,1027639,,104.9919208568208,,False,False,False,False
2024-01-17,11949.08068721475,12068.071532551867,11900.084456781819,11995.0771484375,676716,,134.98960909745801,,False,False,False,False
2024-01-18,11899.08455702494,12144.06570966957,11968.079248994245,12008.076171875,1941046,,202.98390259318148,,False,False,False,False
2024-01-19,11900.084809284024,12279.0556640625,11979.078734158693,12279.0556640625,1389564,,175.98646067532536,,False,False,False,False
2024-01-22,12419.045006574033,12472.040931320284,12244.058462600568,12382.0478515625,995340,,299.9769299038071,214.76915507536836,False,False,False,False
2024-01-23,12199.06140925505,12472.04040636379,12217.060024449032,12426.0439453125,1902338,,227.98246871971605,221.98288701199468,False,False,False,False
