Date,Open,High,Low,Close,Volume
2024-01-02,59773.72476659069,60881.40326691483,59377.55506872701,60225.77734375,87434
2024-01-03,60234.765123907084,60359.50370743765,58869.62606574859,59977.3046875,98099
2024-01-04,58876.61108102161,59872.52392608703,58698.98333911616,58959.4375,119905
2024-01-05,58703.970841372306,59266.79130739189,58518.359836621166,58704.96875,77355
2024-01-08,58687.005658269794,58926.50372591109,56997.54637278347,57064.40625,125078
2024-01-09,57668.14150050707,58835.19563684517,57195.1328125,57195.1328125,269516
2024-01-10,56956.63071896536,57185.1517862203,53887.06389417846,55024.6796875,219122
2024-01-11,54330.13653014727,56553.47692007395,54339.117707664926,55597.48046875,258881
2024-01-12,55882.881864704075,55902.84003679861,54871.00253951104,55185.34375,143354
2024-01-15,54838.071846599625,55062.60128385482,54420.94604760997,55286.1328125,86909
2024-01-16,53986.856656658114,54703.35504999417,53097.72007105585,53487.90234375,223652
2024-01-17,53487.90275039623,52898.138748055106,51131.84046693194,51629.796875,216709
2024-01-18,51902.22436481978,54357.07952887078,51892.24527878705,52887.16015625,271980
2024-01-19,53039.838227737935,54638.487751563196,53039.838227737935,53803.23828125,147261
2024-01-22,53289.31793505899,54056.70965978438,51947.13084825061,52736.4765625,258987
2024-01-23,52832.276957907925,54304.19219718251,52765.41707924257,53463.953125,210017
2024-01-24,52590.78024839214,56906.73487115634,52590.78024839214,56614.34765625,228450
2024-01-25,57404.69473347406,58178.07393240396,55416.86071506328,56004.62890625,133801
2024-01-26,56168.29036844867,58498.40723605922,54927.889826076105,58491.421875,178696
2024-01-29,57051.43092244488,58577.23312776608,56119.38431697072,56144.33203125,125846
2024-01-30,56526.53227116726,57750.96611522626,55546.586032482715,56717.1328125,101579
2024-01-31,55734.193482599774,57868.719988110526,54884.97325997722,55185.34375,215036
2024-02-01,58572.2468863374,58572.2468863374,53880.080520214935,56731.10546875,258822
2024-02-02,56730.108246899574,58671.04055072585,55696.27489637823,56848.859375,267889
2024-02-05,56953.640156694135,57415.67185982082,55022.18797224121,55469.75,113029
2024-02-06,56621.333294560456,56621.333294560456,54994.742295791795,55361.97265625,66745
2024-02-07,56282.045502552966,55982.672920092584,54287.22619475859,54918.90234375,67684
2024-02-08,55649.37383083583,56828.90185630024,53943.94794630227,54498.78515625,127417
2024-02-09,56480.63618105019,54958.825368560545,52889.16266357462,54219.375,106123
2024-02-12,54219.36498347471,56161.29501233088,53841.15764486398,55612.4453125,197803
2024-02-13,56580.42083240931,56581.41874102908,55002.72730455099,55966.70703125,120362
2024-02-14,53888.064898743476,55882.88428602497,53888.064898743476,55061.60546875,230529
2024-02-15,57120.29296875,56297.01830594045,53323.25043300413,54581.61328125,175011
2024-02-16,53788.268428172894,56527.52738135251,53788.268428172894,55668.328125,301080
2024-02-19,54885.97252417886,55970.69920430799,55042.64417899052,55871.90625,340004
2024-02-20,54785.18067251289,54809.13047827136,52408.162450984186,54778.1953125,418510
2024-02-21,54187.43252909226,54235.332139806545,51300.483075,52390.19921875,400533
2024-02-22,52929.073024641264,54214.37932282637,52398.18564060829,54104.609375,195977
2024-02-23,54186.43647136834,55165.38479877925,54036.750182773394,55024.6796875,559861
2024-02-26,54285.22942656137,54286.227335152085,52811.31843806836,53770.30859375,191853
2024-02-27,53916.00721659746,55046.63773310536,53916.00721659746,54588.59765625,218806
2024-02-28,54386.02186560429,54884.97619464654,53294.30979365987,53768.31640625,322903
2024-02-29,53802.24694272919,54859.032243894915,53071.777782716614,53582.70703125,572859
2024-03-01,54286.2285797134,53690.47713739559,52639.67936727724,53342.20703125,206862
2024-03-04,52690.57398628556,53684.49098956847,52435.109375,52435.109375,204652
2024-03-05,53886.063974045406,53886.063974045406,52112.78047468655,52529.90625,216674
2024-03-06,53686.484945698496,54004.817790131994,52433.11174002929,53563.7421875,277067
