Date,Open,High,Low,Close,Volume,ma_200,tr,atr_14,is_hammer,is_shooting_star,feature_basic,feature_advanced
2024-01-02,8025.0,8204.0,7680.0,8109.0,776684,,,,False,False,False,False
2024-01-03,8000.0,8519.0,7800.0,8519.0,2806267,,524.0,,False,False,False,False
2024-01-04,8240.0,8546.0,8248.0,8325.0,927246,,719.0,,False,False,False,False
2024-01-05,8325.0,8515.0,8300.0,8500.0,586908,,298.0,,False,False,False,False
2024-01-08,8420.0,8719.0,8422.0,8718.0,1609366,,215.0,,False,False,False,False
2024-01-09,8710.0,8920.0,8709.0,8757.0,2141951,,297.0,,False,False,False,False
2024-01-10,8600.0,8825.0,8592.0,8601.0,751523,,211.0,,False,False,False,False
2024-01-11,8480.0,8703.0,8485.0,8666.0,1224152,,233.0,,False,False,False,False
2024-01-12,8770.0,9109.0,8692.0,8820.0,1187065,,218.0,,False,False,False,False
2024-01-15,8964.0,9039.0,8904.0,9027.0,1061821,,443.0,,False,False,False,False
2024-01-16,8924.0,9292.0,8924.0,9200.0,1464924,,219.0,,False,False,False,False
2024-01-17,8900.0,9232.0,8950.0,9130.0,1133188,,368.0,,False,False,False,False
2024-01-18,9130.0,9210.0,9061.0,9070.0,1840667,,282.0,,False,False,False,False
2024-01-19,9193.0,9193.0,8901.0,8940.0,1123779,,149.0,,False,False,False,False
2024-01-22,8856.0,9029.0,8754.0,8754.0,857673,,292.0,319.14285714285717,False,False,False,False
2024-01-23,8740.0,8786.0,8584.0,8590.0,1295296,,275.0,301.35714285714283,False,False,False,False
2024-01-24,8565.0,8565.0,8329.0,8347.0,985715,,202.0,264.42857142857144,False,False,False,False
2024-01-25,8320.0,8346.0,8000.0,8050.0,1867830,,261.0,261.7857142857143,False,False,False,False
2024-01-26,8180.0,8182.0,7871.0,8083.0,575013,,347.0,271.2142857142857,False,False,False,False
2024-01-29,8080.0,8104.0,7925.0,7925.0,514251,,311.0,272.2142857142857,False,False,False,False
2024-01-30,8089.0,8089.0,7731.0,7731.0,2093274,,179.0,269.92857142857144,False,False,False,False
2024-01-31,7700.0,7839.0,7453.0,7500.0,1379300,,358.0,278.85714285714283,False,False,False,False
2024-02-01,9400.0,9619.0,9060.0,9495.0,6888973,,386.0,290.85714285714283,False,False,False,False
2024-02-02,9410.0,9702.0,9030.0,9030.0,4612065,,2119.0,410.57142857142856,False,False,False,False
2024-02-05,8680.0,9252.0,8328.0,9130.0,1271119,,672.0,442.92857142857144,False,False,False,False
2024-02-06,9044.0,9250.0,8825.0,9052.0,1523150,,924.0,482.64285714285717,False,False,False,False
2024-02-07,9000.0,9500.0,9047.0,9500.0,2116271,,425.0,492.85714285714283,False,False,False,False
2024-02-08,9500.0,9633.0,9501.0,9605.0,1443139,,453.0,514.5714285714286,False,False,False,False
2024-02-09,9599.0,9945.0,9598.0,9879.0,1933048,,133.0,503.2142857142857,False,False,False,False
2024-02-12,9672.0,10041.0,9672.0,10010.0,1598951,,347.0,508.35714285714283,False,False,False,False
2024-02-13,10013.0,10373.0,10007.0,10320.0,2376684,,369.0,520.2857142857143,False,False,False,False
2024-02-14,10395.0,10861.0,10197.0,10500.0,2282874,,366.0,527.7857142857143,False,False,False,False
2024-02-15,10500.0,10540.0,10405.0,10500.0,1771124,,664.0,550.4285714285714,False,False,False,False
2024-02-16,10501.0,10540.0,10426.0,10450.0,1101788,,135.0,537.8571428571429,False,False,False,False
2024-02-19,10402.0,10540.0,10402.0,10500.0,872711,,114.0,533.2142857142857,False,False,False,False
2024-02-20,10537.0,10529.0,10200.0,10200.0,1763576,,138.0,517.5,False,False,False,False
2024-02-21,10150.0,10570.0,10179.0,10451.0,1439488,,329.0,513.4285714285714,False,False,False,False
2024-02-22,10492.0,10569.0,10322.0,10322.0,1321276,,391.0,390.0,False,False,False,False
2024-02-23,10250.0,10545.0,10225.0,10414.0,933281,,247.0,359.64285714285717,False,False,False,False
2024-02-26,10300.0,10562.0,10300.0,10400.0,359348,,320.0,316.5,False,False,False,False
2024-02-27,10451.0,10597.0,10339.0,10435.0,584164,,262.0,304.85714285714283,False,False,False,False
2024-02-28,10500.0,10758.0,10403.0,10484.0,1390482,,258.0,290.92857142857144,False,False,False,False
2024-02-29,10484.0,10611.0,10403.0,10441.0,1169544,,355.0,306.7857142857143,False,False,False,False
2024-03-01,10441.0,10500.0,10390.0,10460.0,2951597,,208.0,296.85714285714283,False,False,False,False
2024-03-04,10599.0,11007.0,10421.0,10900.0,894814,,110.0,278.35714285714283,False,False,False,False
2024-03-05,11600.0,11887.0,11176.0,11400.0,2629360,,586.0,294.07142857142856,False,False,False,False
2024-03-06,11490.0,11490.0,11250.0,11350.0,1523209,,987.0,317.14285714285717,False,False,False,False
2024-03-07,11215.0,11484.0,11265.0,11407.0,1438482,,240.0,324.64285714285717,False,False,False,False
2024-03-08,11395.0,11410.0,11145.0,11214.0,1418478,,219.0,332.14285714285717,False,False,False,False
2024-03-11,11085.0,11320.0,10847.0,10855.0,842923,,265.0,341.2142857142857,False,False,False,False
2024-03-12,10847.0,11022.0,10613.0,10705.0,2026415,,473.0,351.5,False,False,False,False
2024-03-13,10750.0,11024.0,10700.0,10887.0,1565397,,409.0,352.7857142857143,False,False,False,False
2024-03-14,10810.0,11059.0,10700.0,10750.0,1179252,,324.0,358.2857142857143,False,False,False,False
2024-03-15,10750.0,11149.0,10419.0,10419.0,3433986,,359.0,361.07142857142856,False,False,False,False
