Date,Open,High,Low,Close,Volume
2024-01-02,1494.248167365114,1544.2230224609375,1498.24615577278,1544.2230224609375,1148107
2024-01-03,1489.250484206807,1520.2348902540627,1479.255514514144,1497.2464599609375,2330780
2024-01-04,1480.25518050708,1507.2416017587282,1479.2556834236855,1492.2491455078125,2065027
2024-01-05,1494.2481697757228,1519.2355973639455,1461.2647653592687,1469.2607421875,376431
2024-01-08,1429.2806287385642,1455.2675492610838,1416.2871684773047,1420.28515625,1037637
2024-01-09,1442.2741980324329,1448.2711801448338,1415.2877785266285,1419.2857666015625,199704
2024-01-10,1419.2857309650472,1424.283215933234,1400.2952880859375,1400.2952880859375,120242
2024-01-11,1439.2756294964029,1468.2610414793164,1389.30078125,1389.30078125,153141
2024-01-12,1392.2993036612818,1504.2429662672141,1389.3008126986228,1474.258056640625,978344
2024-01-15,1483.25365234375,1577.206376953125,1467.26169921875,1549.220458984375,282923
2024-01-16,1553.2183296635467,1573.2082695562565,1475.2575640819787,1483.2535400390625,2081636
2024-01-17,1468.2611310356892,1468.2611310356892,1408.2913094821554,1428.28125,942686
2024-01-18,1445.2727291339097,1465.2626700624562,1423.2837941125088,1430.2802734375,506048
2024-01-19,1437.2767129387655,1455.2676592759683,1419.2857666015625,1419.2857666015625,444731
2024-01-22,1409.2908065080476,1438.2762202589224,1408.2913094821554,1428.28125,183833
2024-01-23,1431.2797410776766,1457.2666637508748,1408.2913094821554,1428.28125,688805
2024-01-24,1446.272140989142,1500.244978317002,1441.2746560513772,1474.258056640625,3391942
2024-01-25,1444.273256975827,1478.2561571399642,1434.278286339316,1465.2626953125,328141
2024-01-26,1468.2611962890626,1499.24560546875,1452.2692431640626,1499.24560546875,1518826
2024-01-29,1487.251630712824,1518.2360396860079,1458.2662158669423,1465.2626953125,539519
2024-01-30,1491.2495603170182,1506.2420156821358,1476.2571049519008,1486.2520751953125,538450
2024-01-31,1499.245506826073,1488.2510397760152,1457.266632634943,1484.2530517578125,571905
