Date,Open,High,Low,Close,Volume
2024-01-02,54423.40605275179,54191.73210405016,53209.11501128122,54106.8515625,393575
2024-01-03,54423.40732733256,55572.78974630063,54328.54083749592,55151.3828125,561104
2024-01-04,55172.349751343005,55984.20713320439,55175.34553503991,55859.3828125,411467
2024-01-05,55426.99387698003,56295.77118844697,55586.769014721074,56185.92578125,411786
2024-01-08,55821.4371669627,56306.754134103016,55421.9993339254,56220.875,647074
2024-01-09,56420.59395833333,56670.24260416666,56068.09007041666,56170.9453125,393221
2024-01-10,56620.31166854391,56391.633513833214,55760.52175061417,56297.765625,267152
2024-01-11,55921.30163626609,56498.489356726124,55726.575675211236,55841.4140625,225506
2024-01-12,56390.63697741756,56292.77470676435,55631.70508255591,55902.32421875,204274
2024-01-15,55671.644366554356,55853.38856879136,55479.9142191395,55682.62890625,397092
2024-01-16,55920.2995139655,56184.92708537215,55439.97550699721,56122.015625,513462
2024-01-17,55461.94827982265,56250.83807350396,55452.96092774274,55969.234375,531683
2024-01-18,55696.616116364356,56064.09894434861,55200.31457965735,55321.14453125,414831
2024-01-19,55332.12586623162,55965.23483210764,55150.38165205269,55604.7421875,497243
2024-01-22,55641.69016038427,56919.89122652375,55803.462482817544,56573.37890625,949253
2024-01-23,56730.1589621844,57291.369124774574,55167.35842045199,55372.0703125,461214
2024-01-24,55786.4852823214,55786.4852823214,55136.40022157154,55631.703125,660914
2024-01-25,55631.700226525856,55631.700226525856,54773.907541288274,54924.6953125,640771
2024-01-26,54874.770439443,55827.4296875,54709.003735902676,55827.4296875,414050
2024-01-29,55144.39295968716,56709.190753461924,55264.22431594305,56211.890625,531863
2024-01-30,55372.07001350618,56480.51000836626,55989.20147010395,56099.046875,679841
2024-01-31,56071.086252661364,56307.75317059334,55649.67933549977,55696.61328125,564126
2024-02-01,56695.2049484021,56670.24008492856,54845.80786228249,55178.33984375,394313
2024-02-02,55422.00422448993,56729.164648451326,55438.980333892025,56432.58203125,582021
2024-02-05,56420.58878312171,57004.76656078766,56015.15941947662,56586.35546875,338407
2024-02-06,57019.74316404511,57273.386154652246,55985.199312592384,56074.07421875,215991
2024-02-07,55921.29222654778,56442.55855765953,55586.76306769254,55662.65625,418362
2024-02-08,55023.56332723613,59688.99749113238,55024.56192187738,59173.72265625,1334898
2024-02-09,59316.519122269165,59332.49663583745,58098.23371268721,58142.171875,658960
2024-02-12,57918.48302458553,58417.78029203885,57536.02131771628,58245.0234375,798804
2024-02-13,58245.02287522907,58308.932924846136,57668.8338341502,57761.703125,435641
2024-02-14,58391.82003573851,58254.013982365526,57267.40252778213,57420.1875,374853
2024-02-15,56919.89382839533,57848.58683296388,56969.823559823744,57718.76953125,1001853
2024-02-16,57893.51599880383,57893.51599880383,56746.13092105263,57394.21875,721983
2024-02-19,56926.88707178157,57419.19425031032,56512.47027849672,56716.18359375,315924
2024-02-20,56420.59438561837,56917.89449188453,56289.77849421101,56779.08984375,620686
2024-02-21,56621.3113021756,56825.0245965733,55766.51434136958,56370.6640625,999759
2024-02-22,56385.642125,57523.04133478261,56277.79391195652,57419.1875,1133398
2024-02-23,57668.83735839316,58327.90978534623,57561.98773765986,58211.07421875,836595
2024-02-26,57430.179011263914,58604.526362505356,57861.571915801585,58317.9296875,631279
2024-02-27,58083.2502370443,58193.09563420884,57028.73442426482,57167.5390625,677923
2024-02-28,57169.53773660737,57464.12312756457,56841.99872564481,57068.6796875,639975
2024-02-29,57263.410853253015,57358.27734375,56649.275151614645,57358.27734375,945354
2024-03-01,57309.3388809905,57462.123840892775,56520.44921875,56520.44921875,587177
2024-03-04,56919.898496931,56739.15285433548,55225.28327325921,55396.04296875,389562
2024-03-05,55032.556111425336,55395.04600197964,54826.84559502262,55172.359375,767834
2024-03-06,54942.678421748424,55543.832409569084,54708.00867567225,55471.93359375,665264
2024-03-07,55841.41399025385,55119.43004327686,54490.3154006828,55072.49609375,512973
2024-03-08,54758.932498336006,55224.27757354617,54313.559314765764,54760.9296875,538879
2024-03-11,54922.701138273,55263.22188533029,54405.429153007084,54677.046875,605970
2024-03-12,55037.540680144295,57220.46844802591,55182.3368953057,56462.53515625,1953161
2024-03-13,56914.90203394775,57255.42280934166,56420.59768256948,56911.90625,947721
2024-03-14,57231.45394736842,57239.44270420083,56635.29296875,56635.29296875,1013899
2024-03-15,55254.23505821453,56874.95405444605,55182.33624876988,56317.73828125,2056711
2024-03-18,56435.575433539685,57899.51515902087,56214.88602062609,57718.76953125,1142940
2024-03-19,56434.34586181361,57336.29655762277,55914.950112288956,56734.99609375,1029404
2024-03-20,56554.20975108819,56925.77750148389,55301.66685056073,55532.3984375,1774650
2024-03-22,56014.83491516808,57112.55787472175,55836.04291356653,56987.703125,1156542
2024-03-25,55974.884072492,57013.67563986158,55993.8619953574,56791.93359375,506556
2024-03-26,57312.32764636558,57312.32764636558,56368.42570269602,56573.1875,641399
2024-03-27,57313.32277987361,57306.33091407614,56072.766019807335,56627.12109375,1649107
2024-03-28,56489.28309587961,57895.647000025994,56627.12273989396,57645.9375,420078
2024-04-02,57424.197599588966,57573.024467139345,56691.050480246835,56878.83203125,400665
2024-04-03,56434.34860264908,56801.920997087575,55944.91796875,55944.91796875,761499
2024-04-04,55934.93221683402,56002.85320595446,55404.549198849396,55406.546875,994236
2024-04-05,55197.7854727847,55301.664624628094,54646.42689761592,54889.14453125,575517
2024-04-08,55091.90961295516,54991.02697333466,54271.863601782556,54752.3046875,583907
2024-04-09,54836.20371349007,54836.20371349007,54284.845162491045,54339.78125,1321075
2024-04-10,54903.12356571248,55080.916714232444,54278.849870066544,54411.6953125,1147921
2024-04-11,54672.40329726672,54628.45442001811,54192.96100000919,54303.83203125,688002
2024-04-12,54147.00813577586,54670.3992492816,53690.53916846264,54311.81640625,931444
2024-04-15,54316.81327684595,54467.637822723176,53779.438404780056,54042.1328125,603617
2024-04-16,53687.54616477273,53938.254519886366,53447.82502840909,53562.69140625,530682
2024-04-17,53442.82198747692,54209.929496800956,53396.8754439497,53830.37109375,355441
2024-04-18,54536.55899182093,54740.32195948267,54084.085343042636,54496.60546875,622016
2024-04-19,54495.60636832328,55061.94755512728,54317.81319151356,54758.30078125,645476
2024-04-22,55035.97551568121,55801.0854475326,55029.98248749438,55535.39453125,1417965
2024-04-23,56084.75341275578,56733.998109430606,56125.70577054604,56134.6953125,862580
2024-04-24,56176.65541095035,56673.077973079045,55912.962138511764,55987.875,822528
2024-04-25,56652.09724361845,56211.60965794132,55164.8273681689,55476.46484375,411928
2024-04-26,54936.08986114674,56084.75355824345,54499.59765625,54499.59765625,655525
2024-04-29,55056.9551994968,55613.308024121165,54810.2421875,54810.2421875,422915
2024-04-30,55176.813653612924,55552.37676676726,54956.070440828065,55335.62890625,745712
2024-05-02,54936.085699881136,55335.62086860754,54652.415730085384,55039.96484375,496649
2024-05-03,55115.88364147635,55569.35611652583,54723.34028752383,54757.30078125,418323
2024-05-06,55430.52078826003,55385.57307341235,54604.48167317054,54679.39453125,293511
2024-05-07,55135.858954676376,55660.24891756053,54652.42135079842,55138.85546875,366109
2024-05-08,55435.51207326646,55926.940396510545,55311.65615440006,55832.05078125,471437
2024-05-09,55205.77925783216,55921.94614272208,55205.77925783216,55563.36328125,481249
2024-05-10,55585.339914994714,56438.34764702356,55583.342238807294,56243.57421875,324905
2024-05-13,56234.579561781604,56625.12522090517,55981.873547054594,56484.2890625,323852
2024-05-14,56634.11361287331,57167.49309557657,56484.28791548476,56956.73828125,479525
2024-05-15,57033.65673288701,57826.73420129178,56947.756654445184,57141.53125,537934
2024-05-16,57433.18385803142,57386.23847296486,56774.94962911938,57208.4453125,409723
2024-05-17,56714.02037738003,57433.18372136935,56714.02037738003,56865.84375,318689
2024-05-20,56933.76848285289,57493.11778724583,56790.93464262397,57275.37109375,442562
2024-05-21,56782.94495292627,56969.72767040938,56544.22265625,56544.22265625,385309
2024-05-22,56544.22295244654,57134.536249830315,56544.22295244654,57024.6640625,319621
2024-05-23,56885.828603930364,57471.14774218544,56759.97500082432,56798.9296875,479925
2024-05-24,56306.493241996446,56665.07606811361,55998.85115162295,56159.6640625,358619
2024-05-27,56159.66934601643,56824.89548713598,55591.33049572059,55667.2421875,252082
2024-05-28,56004.84917264422,56287.5203393262,55681.22564612493,55734.1640625,339441
2024-05-30,55635.279169943795,56513.2578125,55435.51156071599,56513.2578125,1053845
2024-05-31,57397.233146588944,57832.7265625,55777.117732351035,57832.7265625,1451668
2024-06-03,57932.60208514335,58563.86768027802,57483.125,57483.125,700560
2024-06-04,57638.94754033834,57819.73722433656,56856.85736039024,57493.1171875,948927
2024-06-05,58232.253481975655,58872.50861888726,58089.41965268024,58671.7421875,1184404
